true_label,edge_pred,final_pred,confidence,route,threshold_used,transmitted_bytes,used_cloud,embedding_l2,embedding_dim
car_horn,gun_shot,gun_shot,0.3361419,alert_only,0.55,64,False,13.193479,128
car_horn,gun_shot,gun_shot,0.43538553,alert_only,0.55,64,False,13.876112,128
car_horn,gun_shot,gun_shot,0.29923433,alert_only,0.55,64,False,13.2621155,128
car_horn,gun_shot,gun_shot,0.44500223,alert_only,0.55,64,False,13.630257,128
car_horn,gun_shot,gun_shot,0.28734297,alert_only,0.55,64,False,11.622952,128
dog_bark,dog_bark,dog_bark,0.735079,alert_only,0.55,64,False,19.061266,128
dog_bark,dog_bark,dog_bark,0.8682604,alert_only,0.55,64,False,21.502472,128
dog_bark,dog_bark,dog_bark,0.81013376,alert_only,0.55,64,False,19.9473,128
dog_bark,dog_bark,dog_bark,0.8588279,alert_only,0.55,64,False,21.354979,128
children_playing,street_music,street_music,0.34748828,alert_only,0.55,64,False,27.122318,128
children_playing,dog_bark,dog_bark,0.35120615,alert_only,0.55,64,False,28.073727,128
children_playing,dog_bark,dog_bark,0.87120634,alert_only,0.55,64,False,22.33274,128
children_playing,dog_bark,dog_bark,0.4853779,alert_only,0.55,64,False,23.013363,128
children_playing,children_playing,children_playing,0.59640527,alert_only,0.55,64,False,25.490286,128
children_playing,street_music,street_music,0.30350184,alert_only,0.55,64,False,27.555077,128
children_playing,dog_bark,dog_bark,0.3502011,alert_only,0.55,64,False,25.524652,128
children_playing,dog_bark,dog_bark,0.5935004,alert_only,0.55,64,False,17.709051,128
dog_bark,gun_shot,gun_shot,0.32091987,alert_only,0.55,64,False,13.567775,128
dog_bark,gun_shot,gun_shot,0.34896505,alert_only,0.55,64,False,13.651788,128
engine_idling,engine_idling,engine_idling,0.4367124,alert_only,0.55,64,False,13.679833,128
engine_idling,engine_idling,engine_idling,0.44481057,alert_only,0.55,64,False,13.489666,128
engine_idling,engine_idling,engine_idling,0.40001923,alert_only,0.55,64,False,14.221682,128
engine_idling,engine_idling,engine_idling,0.4089208,alert_only,0.55,64,False,13.555953,128
engine_idling,engine_idling,engine_idling,0.41219258,alert_only,0.55,64,False,13.217756,128
engine_idling,engine_idling,engine_idling,0.3924501,alert_only,0.55,64,False,13.190985,128
engine_idling,engine_idling,engine_idling,0.35336876,alert_only,0.55,64,False,12.530658,128
engine_idling,engine_idling,engine_idling,0.3758151,alert_only,0.55,64,False,12.872993,128
engine_idling,engine_idling,engine_idling,0.40956807,alert_only,0.55,64,False,12.955608,128
engine_idling,engine_idling,engine_idling,0.43555358,alert_only,0.55,64,False,13.2432995,128
engine_idling,engine_idling,engine_idling,0.39006612,alert_only,0.55,64,False,13.451597,128
engine_idling,engine_idling,engine_idling,0.38365695,alert_only,0.55,64,False,13.24296,128
engine_idling,engine_idling,engine_idling,0.43851158,alert_only,0.55,64,False,13.860244,128
engine_idling,engine_idling,engine_idling,0.40042502,alert_only,0.55,64,False,13.634527,128
engine_idling,engine_idling,engine_idling,0.3951496,alert_only,0.55,64,False,13.689313,128
engine_idling,engine_idling,engine_idling,0.39303583,alert_only,0.55,64,False,13.702022,128
engine_idling,engine_idling,engine_idling,0.40187454,alert_only,0.55,64,False,13.00897,128
engine_idling,engine_idling,engine_idling,0.39685115,alert_only,0.55,64,False,12.633475,128
engine_idling,engine_idling,engine_idling,0.4014132,alert_only,0.55,64,False,13.519927,128
engine_idling,engine_idling,engine_idling,0.39510933,alert_only,0.55,64,False,13.807223,128
engine_idling,engine_idling,engine_idling,0.41556242,alert_only,0.55,64,False,13.574155,128
engine_idling,engine_idling,engine_idling,0.39629203,alert_only,0.55,64,False,13.007531,128
engine_idling,engine_idling,engine_idling,0.3569624,alert_only,0.55,64,False,12.641318,128
engine_idling,engine_idling,engine_idling,0.44072726,alert_only,0.55,64,False,13.843731,128
engine_idling,engine_idling,engine_idling,0.40539902,alert_only,0.55,64,False,13.276642,128
engine_idling,engine_idling,engine_idling,0.44818136,alert_only,0.55,64,False,13.890219,128
engine_idling,engine_idling,engine_idling,0.43863228,alert_only,0.55,64,False,13.712822,128
engine_idling,engine_idling,engine_idling,0.40213013,alert_only,0.55,64,False,13.781341,128
engine_idling,engine_idling,engine_idling,0.41208804,alert_only,0.55,64,False,14.006181,128
engine_idling,engine_idling,engine_idling,0.4158154,alert_only,0.55,64,False,13.775722,128
engine_idling,engine_idling,engine_idling,0.41827062,alert_only,0.55,64,False,13.813383,128
engine_idling,jackhammer,jackhammer,0.26322535,alert_only,0.55,64,False,13.235547,128
engine_idling,siren,siren,0.42249858,alert_only,0.55,64,False,13.249034,128
engine_idling,siren,siren,0.32665563,alert_only,0.55,64,False,13.97427,128
engine_idling,engine_idling,engine_idling,0.86456645,alert_only,0.55,64,False,22.197369,128
engine_idling,engine_idling,engine_idling,0.8275186,alert_only,0.55,64,False,21.835394,128
engine_idling,engine_idling,engine_idling,0.8147507,alert_only,0.55,64,False,21.392773,128
engine_idling,engine_idling,engine_idling,0.805874,alert_only,0.55,64,False,21.40174,128
engine_idling,engine_idling,engine_idling,0.79910964,alert_only,0.55,64,False,20.639444,128
street_music,street_music,street_music,0.49583423,alert_only,0.55,64,False,32.955387,128
street_music,street_music,street_music,0.3895907,alert_only,0.55,64,False,17.696215,128
street_music,street_music,street_music,0.55754554,alert_only,0.55,64,False,29.03057,128
street_music,street_music,street_music,0.39154935,alert_only,0.55,64,False,21.16035,128
street_music,street_music,street_music,0.4589249,alert_only,0.55,64,False,21.996775,128
street_music,siren,siren,0.43004754,alert_only,0.55,64,False,34.99823,128
street_music,car_horn,car_horn,0.47698992,alert_only,0.55,64,False,40.563038,128
street_music,street_music,street_music,0.45943934,alert_only,0.55,64,False,26.296694,128
street_music,siren,siren,0.44204223,alert_only,0.55,64,False,19.146687,128
street_music,street_music,street_music,0.37437508,alert_only,0.55,64,False,22.303562,128
